A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,Y
2.0311,115.96,27.5074,72.2314,109.967,0.539312,64.8671,62.2959,40.4334,25.3058,28.8462,15.4801,4.18349,5.20419,30.3939,107.163,12.7612,2.34046,0.983362,179.762,167.001,123.593,1.2213,249.772,283.425,33.6528,145.146,122.588,517.085,-0.333723,167.786,180.391,16.73,29.8231,126.52,169.706,241.912,237.972,26.5251,-0.977622,243.117,30.5907,26.6002,139.689,253.536,505.659,539.03,20.0078,2843.23,5.72246,54.9134,140.957,3.41419,109.983
2.00112,116.107,27.2956,72.2198,110.042,0.53882,65.1185,62.1837,40.4334,25.7334,28.8017,15.4528,4.57387,5.26308,30.3614,107.515,12.3918,2.61988,1.02913,179.654,167.263,124.49,1.08474,250.443,282.94,32.4967,144.473,124.59,517.182,-0.334166,167.786,180.338,16.7251,29.807,126.791,169.687,242.199,238.946,24.6978,-0.980418,243.172,30.0072,26.6002,135.654,253.756,559.587,656.178,19.8858,2832.94,5.81628,52.4022,138.165,0,110.038
1.99843,115.021,27.4748,72.2198,109.967,0.538406,65.0912,62.2021,40.4334,25.322,28.5222,15.3533,4.75295,5.25655,30.4016,107.389,12.2408,2.67004,1.00727,179.39,167.15,123.965,1.00272,251.083,283.385,32.302,143.644,123.335,516.247,-0.335108,167.674,180.111,16.5074,29.7907,127.438,169.644,243.175,241.158,22.555,-0.982756,243.117,25.9213,26.6002,106.647,253.799,605.04,646.769,20.0256,2857.93,5.81628,55.7603,111.959,0,110.131
2.00676,115.694,27.2188,72.2314,110.079,0.537415,65.0762,62.1837,40.3212,25.322,28.5498,15.4811,4.55377,5.25296,30.3618,106.849,12.7294,2.509,0.976589,179.318,166.625,123.355,1.04637,251.083,283.089,32.0062,141.568,121.309,517.411,-0.333248,167.562,180.085,16.491,29.8259,126.346,169.452,243.953,243.719,22.1173,-0.983688,243.341,24.4455,26.6029,96.2579,253.733,588.851,668.74,20.0262,2836.44,5.70406,51.6946,100.693,0,110.038
2.02454,115.437,27.4535,72.2082,109.967,0.539781,65.2305,62.1837,40.3212,25.509,28.7152,15.4961,4.59704,5.26314,30.3778,107.16,12.9134,2.45649,0.934847,179.165,166.251,121.374,1.11457,250.928,283.348,32.4199,142.163,120.81,516.953,-0.334641,167.478,179.832,16.6278,29.834,125.301,169.284,243.996,245.321,25.0942,-0.979494,243.454,27.2159,26.6057,115.423,253.927,583.233,629.006,20.0166,2846.4,5.59185,47.8953,119.179,2.2969,109.951
2.01516,115.73,27.4997,72.2081,110.077,0.53647,64.9338,62.2959,40.209,25.4906,28.8396,15.4164,4.4817,5.23262,30.4019,107.181,12.8803,2.40542,0.944649,178.944,166.064,121.918,1.07934,249.959,283.091,33.0956,143.504,121.169,516.493,-0.335101,167.393,179.748,16.4891,29.7964,125.467,169.346,243.888,244.54,24.972,-0.979036,243.65,26.368,26.6084,111.552,254.037,576.469,647.606,19.9886,2834.85,5.53543,48.1801,114.696,3.29596,109.967
2.02448,115.731,27.2637,72.1968,109.967,0.540242,65.0608,62.1837,40.209,25.4897,28.9108,15.547,4.68902,5.23245,30.4023,107.599,12.9197,2.58026,0.987448,179.022,166.102,121.143,1.09779,249.81,283.459,33.649,143.67,120.731,516.53,-0.335583,167.338,179.89,16.5332,29.8313,124.97,169.263,243.714,243.278,24.8413,-0.979952,243.678,29.1813,26.6084,128.81,254.103,571.798,634.628,20.0262,2835.25,5.40515,48.0762,131.494,1.97152,109.998
2.03091,116.214,27.4941,72.2082,109.967,0.533721,65.1837,62.1837,40.1342,25.135,28.8406,15.5226,4.72374,5.24979,30.4099,107.868,13.0632,2.60547,1.02158,179.353,166.29,120.81,1.01947,249.991,283.235,33.2809,141.84,122.568,517.78,-0.333738,167.393,180.084,16.6873,29.8261,124.784,169.139,243.694,242.804,24.7861,-0.979502,243.735,26.2761,26.6084,110.107,254.126,563.978,597.918,19.9892,2845.54,5.31133,50.0791,114.565,2.27032,109.944
2.0265,116.087,27.1641,72.2082,109.95,0.539781,65.063,61.9967,40.1342,25.4158,28.7586,15.5072,4.56438,5.22904,30.386,107.682,12.7331,2.42946,0.986438,179.134,166.401,121.523,1.0122,249.588,283.502,33.8768,141.13,123.583,517.041,-0.335108,167.393,179.975,16.6004,29.8233,125.74,169.177,243.802,243.628,24.2695,-0.980426,243.566,25.385,26.6111,102.671,254.014,537.667,594.142,20.0262,2842.22,5.31102,56.1769,108.081,0.000917,109.983
2.03554,116.245,27.4185,72.2196,109.967,0.535571,65.0911,61.9967,40.1342,25.4906,28.7576,15.5083,4.61103,5.2532,30.3625,107.661,12.9172,2.42756,0.986159,179.206,166.326,121.749,1.07561,250.106,283.388,33.2822,141.575,121.059,516.904,-0.335576,167.393,179.946,16.6837,29.8014,125.425,169.219,243.868,243.46,24.7373,-0.979494,243.818,25.6683,26.6111,104.181,254.081,544.976,541.201,19.9878,2854.76,5.31133,54.3978,108.911,1.75522,109.92
2.00592,115.789,27.483,72.2198,110.079,0.539757,64.7941,61.9967,40.1342,25.3036,28.5395,15.4127,4.26966,5.18726,30.3776,107.616,12.9147,2.26195,0.953473,179.092,166.177,120.744,1.02903,249.586,283.613,34.0265,141.927,120.305,516.8,-0.33514,167.336,179.859,16.4482,29.7907,124.591,169.154,243.712,243.453,25.8229,-0.978096,243.705,28.0947,26.6084,123.034,254.035,519.417,568.197,20.0914,2857.16,5.31133,49.6432,125.862,0.000124,110.037
2.03753,116.207,27.4452,72.2893,109.967,0.535579,65.1578,61.9967,40.022,25.4171,28.4702,15.5453,4.62077,5.27059,30.3937,107.161,12.8392,2.53545,0.984248,179.166,166.327,119.934,0.943127,249.657,283.092,33.4719,142.874,120.915,517.964,-0.333723,167.365,179.915,16.6152,29.7857,125.243,169.239,243.583,242.692,25.4716,-0.978569,243.79,29.3341,26.6111,130.871,254.144,511.243,576.317,20.0545,2855.87,5.31102,56.0126,133.661,0.109071,109.943
2.00121,116.387,27.2906,72.2316,110.061,0.538352,65.0441,62.0715,40.022,25.6028,28.4383,15.3441,4.69213,5.27383,30.3859,107.974,12.8417,2.55707,1.02997,179.243,166.402,121.645,0.993709,249.882,282.974,33.0913,142.93,121.769,517.264,-0.334672,167.45,180.001,16.5722,29.8065,125.572,169.326,243.631,241.982,24.6041,-0.980434,243.79,28.7283,26.6111,127.44,254.234,497.906,588.427,19.933,2859.1,5.29262,52.4676,129.289,1.36568,109.976
2.00783,115.885,27.2999,72.22,109.949,0.532768,64.933,61.9783,40.022,25.8273,28.5081,15.3107,4.59474,5.25337,30.3864,108.095,12.8754,2.47118,0.947973,179.277,166.402,119.932,1.06439,249.959,283.462,33.503,141.024,119.597,517.367,-0.333715,167.393,180.08,16.4931,29.7907,124.507,169.198,244.039,243.498,25.1063,-0.979494,243.622,25.6993,26.6111,105.254,254.169,512.762,518.271,20.082,2863.8,5.29262,52.6305,109.667,3.44352,110.021
2.01487,116.985,27.4835,72.2198,109.967,0.536509,65.0708,61.8845,40.0217,25.6028,28.7309,15.3581,4.59636,5.24262,30.4265,107.325,12.9184,2.4583,0.975921,179.244,166.326,119.892,1.0624,249.805,283.462,33.6565,142.201,120.496,516.851,-0.334657,167.31,180.003,16.5447,29.7964,124.3,169.072,243.738,242.931,26.3715,-0.978104,243.763,26.1448,26.6111,107.689,254.342,581.538,546.168,19.8754,2842.55,5.19912,55.5351,112.579,2.4848,109.905
1.98636,114.96,27.5854,72.2314,109.967,0.538399,65.0473,61.8845,40.0217,25.7151,28.6878,15.4665,4.55023,5.2365,30.4096,107.036,12.8791,2.44762,0.954389,179.206,166.327,121.501,0.976868,249.512,283.464,33.9523,143.654,121.039,516.996,-0.335576,167.281,180.001,16.7283,29.8017,125.073,169.135,243.845,242.107,24.6425,-0.980892,243.789,29.9028,26.6111,135.434,254.106,495.767,775.593,20.0556,2849.59,5.12431,53.6012,136.664,0.053145,110.357
1.96213,117.041,27.2915,72.2198,109.967,0.536501,64.8944,61.8845,39.9098,25.8285,28.6611,15.3735,4.67969,5.28394,30.4261,108.138,12.9178,2.51781,1.00948,179.244,166.327,122.187,0.975036,250.293,283.313,33.0201,143.46,120.774,517.643,-0.334657,167.309,180.113,16.5889,29.8042,125.573,169.135,243.954,242.135,24.14,-0.980892,243.763,28.3711,26.6111,125.353,254.169,465.396,555.558,19.9605,2835.48,5.01209,55.7102,127.723,0.058846,109.733
2.01227,116.801,27.445,72.22,109.948,0.536485,64.7186,61.9783,39.9098,26.2368,28.5372,15.4867,4.67473,5.29446,30.345,108.53,12.8055,2.50187,0.985724,179.17,166.364,120.055,0.935856,250.408,283.166,32.7961,143.439,123.363,517.292,-0.335093,167.365,179.919,16.521,29.7558,124.657,169.177,244.191,242.847,24.5402,-0.97996,243.762,26.1475,26.6139,109.334,254.276,615.953,574.786,19.8758,2838.49,4.89988,54.5132,113.104,0.004226,109.929
1.97415,114.963,27.2809,72.22,109.967,0.537438,64.7482,61.9967,39.9098,25.8273,28.4671,15.4496,4.60791,5.25643,30.4321,107.599,12.9159,2.47545,0.951826,179.093,166.177,119.597,0.962142,250.327,283.422,33.0944,142.451,123.234,517.687,-0.334657,167.337,179.86,16.5593,29.8099,124.34,169.177,244.322,243.693,25.1884,-0.979952,243.791,27.1637,26.6139,116.956,254.277,602.2,761.31,20.0921,2827.99,4.8815,51.8461,118.598,0.000016,110.302
1.94622,115.994,27.5333,72.2314,109.967,0.538375,65.0441,61.9967,39.9465,25.6028,28.6084,15.5475,4.71116,5.28729,30.4336,107.534,13.0295,2.53107,0.913284,179.168,166.139,119.56,1.02705,249.774,283.465,33.6909,141.217,121.726,517.403,-0.335132,167.254,179.945,16.6295,29.8179,124.215,169.028,244.192,243.524,25.3305,-0.979012,243.79,25.4952,26.6166,102.839,254.255,594.941,602.274,19.9694,2880.9,4.89988,48.4635,108.453,0,109.936
2.01055,115.597,27.2907,72.2314,109.948,0.539757,64.7742,61.8845,39.9095,25.7151,28.6787,15.4941,4.63045,5.25961,30.4344,107.182,13.0657,2.47973,0.922092,179.243,166.177,120.875,1.01738,249.956,283.425,33.4687,141.695,121.485,517.531,-0.33468,167.253,180.057,16.6865,29.818,124.34,169.155,244.039,243.367,25.1652,-0.979043,243.875,27.2889,26.6166,116.913,254.17,585.843,682.758,20.0733,2837.37,4.78767,51.5316,120.668,0.000932,110.077
2.04306,115.753,27.577,72.2314,109.967,0.539765,64.6903,61.9967,39.9098,25.7151,28.5967,15.4621,4.64565,5.23967,30.4255,107.327,13.1012,2.49229,0.960277,179.39,166.29,121.373,0.986345,249.623,283.127,33.5037,141.504,121.77,517.263,-0.336051,167.31,180.194,16.6293,29.8154,125.258,169.177,244.149,243.653,24.7531,-0.980426,243.79,25.4467,26.6166,102.569,254.062,582.781,592.95,20.0159,2861.18,4.78767,54.5794,108.121,0.000917,109.959
2.02625,115.728,27.2967,72.2314,109.949,0.539804,64.8312,61.9412,39.8914,25.4158,28.5791,15.4208,4.6219,5.26707,30.4974,107.661,12.9147,2.48116,0.999239,179.354,166.477,121.289,1.00101,250.068,283.757,33.6896,141.215,121.1,517.261,-0.335132,167.422,180.195,16.5205,29.8234,124.843,169.347,244.019,242.996,25.6073,-0.979028,243.819,29.4537,26.6166,131.9,254.364,590.044,649.8,19.9892,2844.78,4.71287,49.9037,134.016,0.000016,110.022
2.01894,115.955,27.5942,72.2314,110.06,0.539789,65.003,61.978,40.0217,25.6028,28.5105,15.4209,4.58661,5.26013,30.4741,107.805,12.6533,2.44033,0.937752,179.279,166.589,121.354,0.943251,249.959,282.977,33.0183,141.569,121.559,516.939,-0.335124,167.449,180.056,16.5349,29.799,125.742,169.326,243.954,243.151,25.6167,-0.978104,243.903,25.2898,26.6166,102.188,254.386,580.922,644.645,19.97,2843.87,4.78767,53.8656,107.299,0.001833,109.975
2.00766,115.974,27.1993,72.2316,110.06,0.538844,64.9869,61.9967,39.9278,25.827,28.6351,15.3314,4.67721,5.24626,30.3857,107.971,12.6545,2.48346,0.984527,179.205,166.551,121.54,1.04028,249.55,283.201,33.6509,141.218,121.578,517.349,-0.334672,167.421,179.973,16.5194,29.7912,125.425,169.304,244.149,243.738,24.3777,-0.980434,243.846,25.3493,26.6166,101.557,254.426,574.809,642.148,19.9602,2840.54,4.78767,53.2497,106.553,0.000917,109.96
2.00141,115.606,27.4282,72.2314,109.948,0.541632,64.8966,61.8841,39.8911,25.9021,28.662,15.4196,4.49588,5.25262,30.3871,107.324,12.7281,2.39019,0.956394,179.167,166.439,120.729,1.0085,249.953,283.238,33.2847,142.812,121.21,516.987,-0.335583,167.337,179.917,16.7018,29.7939,125.053,169.093,243.759,242.519,26.1938,-0.977622,243.846,24.2944,26.6166,94.8306,254.189,567.796,625.589,20.0461,2847.82,4.69448,51.4356,98.3694,0,110.022
2.01518,116.009,27.4781,72.2314,110.06,0.539765,64.9432,61.8841,39.9098,25.4894,28.8562,15.448,4.69347,5.26707,30.4428,107.33,12.8379,2.51071,0.912787,179.202,166.364,121.249,0.98793,249.397,283.348,33.951,143.588,122.372,516.963,-0.334626,167.282,179.97,16.6882,29.829,125.093,169.134,243.628,241.979,25.4155,-0.979486,243.82,26.0318,26.6167,108.321,254.3,566.417,616.885,19.97,2830.4,4.71287,55.8002,111.61,0.000016,109.975
2.00419,116.028,27.5552,72.2196,109.985,0.537438,64.9432,61.8841,39.9095,25.6028,28.8,15.5468,4.68093,5.26712,30.4344,107.867,12.7281,2.52746,0.973171,179.168,166.44,121.876,1.00489,249.77,283.2,33.4301,143.48,121.876,517.037,-0.335124,167.309,180,16.5459,29.8155,125.635,169.135,243.889,242.112,24.4662,-0.980418,243.706,28.4636,26.6194,125.149,254.126,562.941,652.558,20.0169,2871.42,4.60066,51.9415,127.991,0,109.991
2.01518,115.937,27.2678,72.2198,110.06,0.540242,64.9063,61.8676,39.8911,25.7151,28.7438,15.526,4.68356,5.25984,30.306,107.765,12.6901,2.50223,0.947989,179.204,166.514,120.873,1.03264,249.695,283.428,33.7333,143.436,123.436,518.181,-0.333294,167.309,180,16.4792,29.8202,124.676,169.197,243.844,242.541,26.2235,-0.977164,243.705,27.1259,26.6194,115.302,254.016,560.576,614.738,20.017,2846.55,4.60066,54.5012,118.711,0,110.014
1.99846,115.961,27.586,72.2314,110.06,0.538836,64.9097,61.978,39.9079,25.8254,28.8052,15.4789,4.64617,5.27359,30.4109,107.806,12.6189,2.4743,0.976434,178.983,166.364,121.394,1.01425,249.435,283.09,33.6921,142.076,121.98,517.577,-0.33468,167.225,179.834,16.7267,29.8258,124.717,169.093,243.586,242.068,25.6594,-0.978562,243.707,30.9849,26.6194,140.948,254.274,563.152,674.627,19.9888,2873.44,4.48844,48.9192,142.045,0.001849,109.999
2.01243,115.694,27.2682,72.243,109.948,0.533713,64.869,61.8657,39.7976,25.4158,28.9556,15.4529,4.74714,5.26042,30.4109,107.496,12.7275,2.54229,0.952385,179.054,166.327,120.749,1.04041,249.879,283.238,33.3595,142.433,121.979,517.342,-0.334688,167.197,179.86,16.7565,29.8342,125.092,169.135,243.759,242.999,25.4486,-0.979028,243.537,29.2178,26.6194,130.745,254.081,558.948,566.955,20.0445,2813.4,4.48813,54.9357,132.634,0,110.014
2.01227,116.201,27.2995,72.2326,109.95,0.543037,64.9308,61.8657,39.7972,25.4894,28.7628,15.4481,4.66681,5.2395,30.4344,107.452,12.7319,2.50459,0.976169,179.059,166.327,121.057,1.02335,249.623,283.389,33.7657,143.777,121.394,517.182,-0.335576,167.141,179.836,16.6985,29.8344,125.05,168.987,243.714,242.823,25.9927,-0.978562,243.594,26.6685,26.6194,112.475,254.035,588.883,648.257,19.9325,2822.43,4.37623,51.4552,115.368,0.000016,109.959
2.00873,115.676,27.2749,72.243,110.06,0.536962,64.8874,61.8657,39.7972,25.4903,28.7904,15.4662,4.6822,5.24655,30.4026,107.765,12.6919,2.53294,0.975921,179.168,166.44,120.79,0.94527,249.768,283.386,33.6185,143.862,122.355,517.494,-0.335132,167.254,179.973,16.5043,29.8181,124.675,169.24,243.824,241.981,25.5636,-0.979028,243.734,30.047,26.6221,135.958,254.188,570.325,626.505,20.055,2839.66,4.30143,50.7005,138.145,0,110.053
1.99372,116.255,27.3556,72.2316,109.949,0.540702,64.5488,61.7719,39.8911,25.7147,28.6623,15.4681,4.61848,5.24615,30.3951,107.805,12.7656,2.48302,0.986252,179.392,166.626,120.874,0.913486,249.847,283.498,33.689,143.404,121.86,517.495,-0.335132,167.281,180.086,16.5074,29.8179,124.572,169.261,243.607,241.783,26.4809,-0.977171,243.535,24.4439,26.6221,96.3474,253.927,539.938,654.834,19.933,2839.7,4.30143,48.231,98.7325,0.000932,109.968
1.98349,116.167,27.4068,72.2314,109.948,0.538422,64.6609,61.6597,40.0033,25.4155,28.7457,15.2428,4.61262,5.25978,30.4508,107.598,12.4704,2.43831,0.945674,179.097,166.627,121.248,0.937721,249.994,283.237,33.2429,144.116,123.358,517.315,-0.335124,167.309,179.81,16.4799,29.8452,125.012,169.326,243.713,241.979,26.0651,-0.978096,243.452,28.3816,26.6221,129.042,253.839,510.53,517.745,20.0539,2867.84,4.30143,50.7623,127.597,0,109.928
1.97044,117.004,27.4323,72.2314,110.06,0.536048,64.9883,61.4727,40.0033,25.6964,28.8867,15.4475,4.65113,5.28036,30.4425,107.66,12.6526,2.51014,0.968433,179.316,166.664,121.312,1.0217,249.961,283.314,33.3165,144.748,122.961,516.583,-0.335576,167.253,180.028,16.5471,29.8348,124.969,169.326,243.803,242.308,24.5531,-0.980884,243.622,28.0174,26.6221,121.768,253.906,487.869,543.328,19.9984,2823.86,4.18922,49.831,126.048,0.000016,109.905
1.96105,116.928,27.6115,72.2326,110.06,0.536025,65.0181,61.5294,40.0033,25.6964,29.039,15.581,4.85351,5.26025,30.3872,107.993,12.7612,2.59029,0.973389,179.424,166.626,121.081,1.09618,250.297,283.31,33.0133,144.991,122.351,517.863,-0.333738,167.282,180.22,16.6154,29.8505,124.986,169.346,243.887,242.543,25.4866,-0.979502,243.623,26.4934,26.6221,112.927,254.039,599.78,544.917,19.8938,2863.86,4.18922,49.7023,114.231,0.000917,109.944
1.94164,115.075,27.4416,72.2198,110.059,0.536025,64.9613,61.5291,40.0033,25.6025,28.9425,15.544,4.7385,5.26325,30.4353,107.701,12.579,2.50494,0.991565,179.055,166.476,121.016,1.11308,249.916,282.903,32.987,142.433,122.771,517.075,-0.334657,167.253,179.805,16.5994,29.8399,124.443,169.177,243.868,243.002,25.259,-0.979502,243.705,23.2701,26.6222,86.2149,253.948,565.603,652.068,20.1295,2836.59,4.18922,49.2758,90.4857,0.000917,110.263
2.02364,116.209,27.2585,72.2198,109.948,0.538383,64.8483,61.5279,39.8911,25.6964,28.7037,15.4723,4.64361,5.26724,30.4431,107.327,12.8049,2.46818,0.957465,179.057,166.252,119.577,1.14803,249.472,283.088,33.5792,143.298,120.664,517.304,-0.334665,167.14,179.78,16.7542,29.832,124.117,169.008,243.628,242.783,26.9361,-0.977614,243.65,25.7993,26.6249,104.385,254.056,547.886,570.785,19.9603,2846.51,4.07701,50.7172,108.881,0.000016,109.913
2.02826,116.219,27.3984,72.2084,110.06,0.536009,64.8295,61.4546,39.7788,25.4906,28.8734,15.5166,4.66784,5.2599,30.4188,107.452,12.9172,2.50581,0.983502,179.132,166.214,121.021,1.05318,249.321,283.389,34.0677,143.55,120.31,517.314,-0.335132,167.057,179.945,16.587,29.8426,124.674,168.923,243.281,241.935,26.2708,-0.978104,243.621,27.4442,26.6249,117.933,253.842,543.289,617.843,20.0264,2832.25,3.96479,56.1073,121.752,0.041214,109.999
2.04779,116.112,27.4459,72.2428,110.059,0.536485,64.8855,61.473,39.7776,25.6985,28.8195,15.4532,4.67756,5.27059,30.427,107.496,12.9135,2.50431,0.959935,179.203,166.252,121.52,1.09077,249.546,283.2,33.6534,144.746,121.662,516.942,-0.335124,167.113,179.944,16.7159,29.8454,124.757,169.008,243.455,241.678,25.132,-0.979494,243.538,26.2368,26.6249,110.671,253.864,505.632,548.568,20.045,2843,3.88998,50.466,114.191,0.000917,109.944
2.04678,117.094,27.5778,72.1851,110.042,0.537891,65.0169,61.4543,39.704,25.8834,28.6637,15.5465,4.67969,5.27394,30.4102,107.619,12.8785,2.50239,1.00039,179.243,166.365,121.353,1.07533,250.105,283.089,32.9845,144.425,120.975,516.89,-0.335132,167.058,180.085,16.6178,29.8316,124.446,169.029,243.52,242.004,26.0342,-0.978562,243.51,28.146,26.6249,124.131,253.953,498.397,550.318,19.9605,2827.71,3.77777,51.7191,126.922,0.000031,109.921
2.03474,116.335,27.2902,72.1851,110.042,0.536032,64.9342,61.3424,39.704,25.4906,28.6625,15.4409,4.68665,5.28746,30.4349,107.514,12.6501,2.50499,1.00628,179.09,166.439,121.373,0.980535,249.846,283.241,33.3945,143.949,122.209,517.135,-0.336502,167.14,179.886,16.4914,29.8505,124.636,169.008,243.628,241.895,25.3192,-0.979502,243.452,25.6693,26.6249,104.797,253.753,494.625,557.339,20.0077,2823.62,3.66556,50.0746,109.39,0.000031,109.991
2.03486,116.701,27.6175,72.1851,110.06,0.533689,64.9606,61.2299,39.6102,25.6982,28.8975,15.5251,4.7512,5.26371,30.4269,107.66,12.73,2.54168,1.03102,179.056,166.289,121.523,1.00309,250.143,283.015,32.8722,144.828,122.155,516.758,-0.336518,167.113,179.915,16.536,29.8181,124.694,169.027,243.845,243.299,24.6776,-0.98135,243.341,27.3296,26.6249,115.867,253.733,489.556,531.838,19.998,2848.87,3.55335,49.3069,119.716,0.051405,109.991
2.03376,116.853,27.331,72.1851,109.93,0.530902,64.905,61.2299,39.4796,25.9956,28.9839,15.2147,4.79475,5.27388,30.4109,106.844,13.0638,2.55119,0.998959,179.278,166.214,121.813,1.01779,250.143,282.936,32.7936,142.406,123.717,517.032,-0.336993,167.14,180,16.5614,29.8368,124.384,168.945,243.781,243.433,25.0351,-0.97996,243.314,28.1279,26.6249,122.548,253.778,482.488,489.969,20.0258,2855.72,3.49694,54.3376,124.75,0.000016,109.975
1.97148,115.954,27.2645,72.1851,109.948,0.538867,64.8857,61.1361,39.4799,25.994,29.136,15.5192,4.74133,5.2536,30.4188,107.164,12.8797,2.52005,1.03031,179.094,166.214,121.35,1.00492,249.472,283.311,33.8387,140.958,123.922,517.122,-0.337444,167.113,179.972,16.6163,29.8399,123.86,169.007,243.802,242.827,25.7953,-0.979494,243.173,29.1931,26.6276,130.463,253.431,592.942,758.072,19.9236,2861.08,3.47854,49.4656,132.585,0,110.178
1.96867,115.738,27.3787,72.1851,110.042,0.531339,64.8504,61.118,39.4799,25.8834,29.0221,15.3566,4.7288,5.26678,30.4189,107.514,12.9521,2.5019,0.954452,179.054,166.101,120.957,1.03273,249.356,283.347,33.9903,140.643,123.082,516.887,-0.336533,167.084,179.832,16.6025,29.8316,124.047,168.901,243.693,242.671,25.9232,-0.978569,243.172,26.9974,26.6276,115.058,253.623,526.652,467.04,20.1378,2829.79,3.36633,55.2541,120.21,0,109.989
1.96282,116.852,27.4854,72.1851,109.948,0.535571,64.8824,61.2299,39.3861,25.4719,29.0247,15.4789,4.74674,5.27706,30.4156,107.327,13.2142,2.52422,1.01502,179.204,165.99,121.186,1.01773,249.511,283.347,33.8368,140.522,121.516,517.169,-0.336066,167.085,180.028,16.6743,29.821,124.343,168.986,243.52,242.499,25.7738,-0.97902,243.144,25.6705,26.6276,104.83,253.494,626.902,750.245,19.7738,2843.5,3.27283,52.8928,109.042,0.000917,109.945
1.94631,114.536,27.4742,72.1851,109.93,0.536485,64.746,61.1177,39.3674,25.3971,28.9935,15.5491,4.72039,5.27741,30.4355,107.494,13.1399,2.49934,0.997421,179.205,166.065,121.374,1.04777,249.655,283.424,33.7695,140.057,120.789,517.269,-0.335599,167.029,180.028,16.6159,29.8317,124.32,168.922,243.541,241.98,25.6432,-0.979028,242.976,25.7165,26.6276,106.339,253.516,622.721,713.129,20.1012,2826.15,3.1603,48.8027,109.639,0.000917,110.239
2.00785,116.015,27.5739,72.1851,109.93,0.535579,64.6889,61.118,39.3113,25.4155,28.7478,15.5415,4.72301,5.27741,30.4427,106.661,13.2516,2.49623,0.980442,179.354,166.103,121.039,1.01033,249.695,283.202,33.5074,140.122,119.432,517.256,-0.335615,167.113,180.197,16.8108,29.8262,124.338,168.986,243.346,241.608,26.7085,-0.977164,243.256,26.3035,26.6276,109.382,253.886,610.164,658.196,19.9699,2827.73,3.0858,52.0274,111.764,0.000016,109.921
2.01982,115.381,27.5851,72.1851,109.93,0.536969,64.7143,61.1177,39.3113,25.4155,28.7738,15.5441,4.70928,5.3011,30.4185,107.412,13.0632,2.48676,0.967548,179.24,166.177,120.937,0.991813,249.698,283.42,33.722,140.81,119.495,517.083,-0.336518,167.141,180.138,16.7004,29.8069,123.921,169.029,243.476,241.113,25.945,-0.979028,243.341,27.621,26.6276,120.008,254.037,607.125,697.961,20.0266,2864.31,2.97359,52.8129,122.681,0.000917,110.037
2.03289,115.609,27.5949,72.1851,109.948,0.536954,64.5775,61.1177,39.2929,25.3971,28.778,15.4408,4.7302,5.30122,30.4666,107.367,13.0644,2.5161,1.01521,179.166,166.102,121.249,1.0011,249.919,282.974,33.0557,140.67,118.825,517.179,-0.336518,167.14,179.917,16.7553,29.8318,123.944,168.966,243.456,241.508,25.8279,-0.97902,243.34,30.8961,26.6303,140.963,253.928,612.018,634.047,19.9789,2840.4,2.86138,54.7527,141.786,0.000932,109.944
2.0087,115.694,27.3917,72.1965,109.93,0.538836,64.6134,61.1177,39.2926,25.3971,28.6374,15.4419,4.7261,5.28394,30.387,106.974,13.0282,2.51453,1.01322,179.168,166.139,121.059,1.03836,249.547,283.236,33.6896,141.636,118.075,517.034,-0.336525,167.14,180.001,16.629,29.8127,124.133,168.987,243.478,242.09,26.1497,-0.978096,243.313,29.943,26.6276,135.262,253.884,610.865,693.157,20.0167,2845.25,2.86138,50.1894,136.35,0.000932,110.045
2.02077,115.401,27.6094,72.2196,109.93,0.539773,64.5296,61.0429,39.1988,25.283,28.6496,15.4495,4.71608,5.31486,30.4269,106.872,12.9153,2.48395,0.960153,179.092,166.177,120.747,1.01039,249.318,282.564,33.246,141.298,117.678,516.933,-0.336074,167.113,179.862,16.6438,29.8394,123.483,168.986,243.475,242.286,26.2468,-0.978546,243.396,27.9543,26.6303,122.811,254.014,610.604,624.054,20.0259,2830.17,2.74917,49.835,127.15,0.000016,109.998
2.01513,115.917,27.6199,72.2196,109.93,0.539781,64.4724,61.1177,39.1804,24.8738,28.7911,15.4839,4.70047,5.29475,30.4427,107.328,13.1736,2.47118,0.966553,179.313,166.139,120.371,1.0272,248.986,282.262,33.2759,141.339,117.844,516.893,-0.336985,167.113,180.082,16.7807,29.8346,123.067,169.029,243.172,242.454,26.8354,-0.977164,243.313,30.7075,26.6303,138.3,253.735,609.435,673.224,19.9795,2867.36,2.74917,53.3138,139.378,0.000031,110.014
2.01513,115.861,27.6331,72.2198,109.93,0.540249,64.427,61.1177,39.1807,25.0041,28.8614,15.3634,4.71729,5.27753,30.4591,107.473,13.2135,2.49374,1.04317,179.278,166.065,120.874,0.97516,248.832,281.704,32.8716,141.507,116.928,516.754,-0.337,167.03,180.11,16.7161,29.8291,123.631,168.944,243.129,240.938,26.0865,-0.978104,243.173,26.8157,26.6303,112.974,253.43,607.358,647.318,19.951,2836.01,2.67437,51.5346,115.171,0.000016,109.967
