A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,Y
2.03188,110.171,27.0309,72.1967,104.862,0.397815,65.0091,59.3594,39.9285,22.3674,27.7233,15.4497,3.73484,5.11739,30.4192,102.63,11.6437,2.48135,0.879542,184.334,172.689,119.057,0.951205,256.135,283.95,27.8153,149.671,115.118,516.987,-0.329518,168.6,184.941,16.3069,26.0758,123.138,172.803,245.54,242.319,25.053,-0.981785,243.229,31.0938,23.8413,147.955,253.731,558.722,548.483,20.0729,2528.92,10.7159,43.0897,150.257,0.058132,105.038
2.03371,111.409,27.0557,72.1851,104.992,0.393106,65.1955,59.3594,40.1529,22.3674,27.8205,15.4147,3.72854,5.07977,30.4189,103.275,11.9045,2.52249,0.83112,184.446,172.542,121.832,0.799926,257.298,284.062,26.764,149.841,116.324,517.861,-0.327665,168.742,184.97,16.2801,26.081,122.816,172.826,245.843,245.979,20.3326,-0.987867,243.173,25.4005,23.8386,101.712,253.583,558.227,567.305,19.9141,2518.85,10.8845,42.7064,109.375,0,104.836
1.98633,110.622,27.1857,72.1851,104.88,0.396401,65.0451,59.4158,40.2296,22.4796,27.9988,15.5305,3.59603,5.11057,30.4511,103.607,11.6805,2.38605,0.753227,184.409,172.729,118.907,0.948098,257.855,283.871,25.9791,150.196,115.219,518.08,-0.327221,169.078,184.942,16.3628,26.0863,122.52,172.994,246.732,247.32,25.5986,-0.979968,243.397,23.0571,23.8413,84.3892,253.818,557.931,619.772,19.9888,2511.79,11.1837,43.6133,91.7103,0.000016,105.062
1.98616,110.188,27.0674,72.1967,104.992,0.399213,64.9119,59.5467,40.4521,22.2926,28.0145,15.4677,3.72301,5.08023,30.4423,102.672,11.9039,2.45033,0.780445,184.595,172.691,117.178,1.21505,256.056,284.098,28.0424,150.536,115.804,517.95,-0.328132,169.248,185.052,16.5158,26.0998,122.313,172.932,245.645,247.852,33.326,-0.969652,243.453,24.0036,23.8413,94.866,253.583,553.801,642.288,19.9972,2525.87,11.4081,44.3394,98.5815,0,105.093
1.98636,110.545,27.3433,72.1965,104.992,0.393606,65.0747,59.5467,40.5656,22.4796,28.2551,15.4446,3.65092,5.10705,30.4355,101.716,11.4172,2.47421,0.724503,184.82,173.403,117.514,0.816765,255.274,283.912,28.6015,148.829,116.888,517.877,-0.328109,169.444,185.306,16.3914,26.0864,123.648,173.143,245.19,241.588,25.3134,-0.980884,243.539,23.7322,23.844,88.6691,253.797,558.488,609.003,20.0542,2515.66,11.7074,46.2525,95.1819,0,105.015
1.99829,111.313,27.3543,72.1967,104.974,0.398252,65.2604,59.6405,40.7529,22.4796,28.406,15.4647,4.14059,5.12826,30.4429,102.195,11.3443,2.56829,0.793603,184.596,173.252,119.809,0.926411,255.462,284.023,28.5615,147.205,118.098,517.729,-0.328132,169.471,185.083,16.3954,26.0949,123.194,173.293,245.888,243.044,24.7534,-0.982749,243.453,28.5654,23.8413,131.149,253.776,554.292,571.478,19.9699,2497.18,12.0066,44.839,133.975,0.05546,104.937
1.96773,110.434,27.2717,72.1967,104.88,0.396862,65.3453,59.7711,40.9758,22.7041,28.3364,15.4512,4.08027,5.09335,30.4348,102.797,11.5632,2.51424,0.810194,184.853,173.29,120.249,1.02111,256.323,284.1,27.7773,147.462,118.87,516.951,-0.329035,169.416,185.33,16.3644,26.0867,124.42,173.164,246.06,245.214,22.7062,-0.985987,243.426,28.5217,23.8386,126.951,253.607,554.027,654.327,19.9889,2518.38,12.3055,39.4812,131.768,0,105.023
1.99851,110.399,26.9894,72.1967,104.992,0.398291,65.3172,59.8475,41.088,22.7041,28.323,15.3531,3.731,5.11046,30.4586,102.984,11.0847,2.56614,0.836961,184.337,173.289,120.398,0.875208,256.546,283.88,27.3343,147.329,118.221,517.783,-0.327642,169.639,184.917,16.5295,26.1001,123.96,173.248,246.905,247.932,24.361,-0.983207,243.622,27.0868,23.8386,117.772,253.883,563.845,662.634,20.0447,2514.61,12.5115,39.0549,123.268,0,104.999
1.98541,110.337,26.9644,72.1853,104.992,0.396894,65.2315,59.9597,41.2747,22.8911,27.9456,15.5189,3.66533,5.08665,30.4507,102.776,11.4179,2.50241,0.860217,184.558,173.14,118.82,1.22058,255.91,283.913,28.0025,146.241,117.202,517.451,-0.328132,169.415,185.081,16.3088,26.092,123.592,173.164,246.901,251.054,28.2757,-0.976713,243.678,24.5713,23.8358,98.1141,254.057,562.665,700.007,19.9146,2516.17,12.8108,39.7156,104.976,0.042286,104.999
1.98638,110.751,27.1319,72.1967,104.992,0.400525,65.1306,60.0704,41.3688,22.8911,28.2267,15.4483,3.65615,5.09017,30.4181,102.776,11.4578,2.41479,0.861398,184.372,172.915,119.244,0.905843,255.386,283.951,28.5278,147.356,117.41,517.681,-0.327665,169.387,184.914,16.2935,26.0706,122.543,173.206,244.887,246.696,25.6631,-0.979509,243.679,25.9228,23.8358,106.358,253.973,560.339,618.537,19.9981,2495.91,13.11,45.7431,113.051,0,105
1.96666,110.47,27.2868,72.1967,104.992,0.398291,64.961,60.2574,41.3866,23.0033,27.9908,15.3474,3.65184,5.09006,30.4348,102.61,11.6063,2.44012,0.880878,184.409,172.803,119.076,1.07822,254.973,284.174,29.201,148.916,117.679,518.153,-0.326248,169.19,184.859,16.2221,26.0946,123.816,172.974,245.863,244.214,24.4567,-0.980853,243.902,32.6252,23.8358,155.716,254.103,565.034,659.015,19.9422,2502.86,13.3344,41.8944,157.532,2.07968,105.007
1.99938,109.646,27.325,72.1967,104.992,0.399166,64.9897,60.2574,41.1628,23.0033,27.9601,15.4724,3.61419,5.06642,30.4186,102.298,11.6425,2.41512,0.821985,184.484,172.841,119.074,0.940144,255.573,283.837,28.2639,148.13,117.368,518.484,-0.324364,169.106,184.969,16.3764,26.0919,123.044,172.846,245.496,243.802,24.9694,-0.981801,243.791,30.6437,23.8331,145.285,254.016,564.332,590.008,20.0914,2493.61,13.5214,45.5648,148.465,0.054124,105.053
2.00207,110.508,26.9458,72.1967,104.992,0.398276,65.0731,60.1826,41.088,23.1155,27.8648,15.5441,3.69234,5.0941,30.427,102.278,11.4959,2.50031,0.825014,184.598,173.102,118.451,1.11668,255.347,283.875,28.5285,147.334,117.825,517.735,-0.325314,168.939,185.112,16.3339,26.0838,122.828,172.951,245.885,244.495,27.4113,-0.979921,243.566,29.1818,23.8303,133.666,254.061,568.303,667.391,19.9422,2490,13.8397,41.2474,137.042,0,104.96
2.02069,109.972,27.1952,72.1851,104.992,0.396901,64.9611,60.1807,41.088,23.1155,28.0998,15.2528,3.68855,5.1171,30.4429,102.569,11.5283,2.48269,0.864271,184.48,172.952,118.659,1.02537,255.275,284.284,29.0095,148.368,118.181,517.272,-0.327642,168.91,184.913,16.3205,26.0783,122.839,172.911,245.672,245.342,24.3072,-0.984154,243.622,24.1694,23.8303,95.4523,253.95,571.599,569.659,20.0255,2508.59,14.0264,40.9638,100.537,0,104.983
2.00115,110.286,27.0551,72.1967,105.011,0.398268,64.9989,59.9582,40.9758,23.1903,28.2274,15.259,3.68986,5.10329,30.4429,102.652,11.6806,2.49911,0.833279,184.484,172.803,120.158,0.932004,255.387,283.951,28.564,149.249,118.243,518.37,-0.328615,169.051,184.914,16.2536,26.0946,122.545,172.974,246.254,246.582,23.6935,-0.985552,243.65,24.3688,23.833,95.2289,254.233,571.116,648.947,19.97,2502.17,14.0264,45.4314,101.967,0.041168,105.007
2.00676,110.152,27.0413,72.1851,104.992,0.400603,64.9616,59.9582,41.088,23.3025,28.1567,15.4925,3.71528,5.06625,30.4273,102.59,11.8646,2.49396,0.838872,184.706,172.841,120.054,0.982554,255.573,284.137,28.5647,149.442,118.996,517.818,-0.330935,168.995,185.136,16.514,26.0973,123.528,173.037,246.578,247.145,26.2266,-0.981847,243.763,25.1313,23.8303,103.057,254.258,572.483,674.428,20.0545,2492.57,14.1386,42.0185,108.887,0,105.023
1.99001,110.139,27.0737,72.1851,105.011,0.398268,64.9606,59.96,41.1628,23.3025,28.2249,15.5123,3.68801,5.07613,30.4026,102.444,11.6812,2.49627,0.854717,184.558,172.877,118.403,1.08499,255.085,284.061,28.9764,149.523,121.001,517.822,-0.33187,169.079,184.999,16.5722,26.0757,122.833,172.994,246.079,246.75,27.6705,-0.97996,243.734,25.7672,23.8276,105.916,254.168,571.564,656.665,19.9419,2476.71,14.1386,40.1481,112.176,0,104.999
2.0012,109.595,26.9562,72.1851,104.992,0.399166,65.0451,60.0704,41.1628,23.3025,28.394,15.4949,3.68206,5.08422,30.4348,102.339,11.6057,2.52078,0.826754,184.372,172.766,120.1,0.86337,254.936,284.208,29.309,147.076,121.188,517.215,-0.332796,169.077,184.859,16.2247,26.0892,123.668,172.995,245.713,244.781,25.3516,-0.983207,243.76,28.5194,23.8276,129.606,254.254,571.599,604.16,20.0825,2495.08,14.2508,45.6006,131.479,0.001833,105.061
2.02725,110.844,26.9853,72.1851,105.011,0.399174,65.1114,60.0704,41.275,23.3025,28.237,15.4899,3.64546,5.09,30.4182,102.545,11.6812,2.51396,0.82879,184.558,172.84,119.724,1.0126,254.863,284.288,29.425,147.037,121.099,516.864,-0.334626,169.022,185.082,16.459,26.0945,122.042,172.974,246.536,244.694,26.0805,-0.981824,243.735,27.858,23.8276,124.354,254.015,573.013,549.959,20.0253,2507.63,14.2508,41.7167,128.303,0.047397,104.898
1.97235,109.985,26.9405,72.1851,105.011,0.397815,65.1009,60.0704,41.3872,23.4147,27.903,15.5295,3.81782,5.07272,30.3865,102.301,11.8627,2.42578,0.853661,184.479,172.653,119.561,1.05283,255.088,284.209,29.0837,145.526,120.747,517.906,-0.331877,169.051,184.993,16.7638,26.0838,121.817,172.911,245.973,244.907,26.7934,-0.981366,243.594,24.9314,23.8248,97.7574,254.015,567.395,700.852,20.0083,2506.84,14.3256,42.7681,105.614,0,105.101
2.01701,110.026,26.9769,72.1851,104.993,0.399189,64.9339,60.1826,41.4994,23.5269,28.0559,15.5067,3.74274,5.09,30.3947,101.966,11.8303,2.48084,0.835951,184.334,172.504,119.871,0.973358,255.236,284.099,28.8997,147.712,120.809,516.625,-0.33324,169.133,184.802,16.5013,26.0893,122.815,172.909,246.146,244.778,25.9481,-0.982749,243.79,24.7011,23.8248,97.9363,254.059,566.577,725.539,19.9703,2501.66,14.4378,46.2071,104.072,0.024747,104.96
1.98718,109.723,27.2544,72.1735,104.992,0.399213,64.859,60.2574,41.4994,23.5269,27.9306,15.5442,3.48791,5.07243,30.4105,102.155,12.0156,2.33226,0.816299,184.332,172.28,120.204,1.11665,254.972,283.986,29.0139,147.878,121.209,516.105,-0.333723,169.051,184.773,16.487,26.0892,123.645,172.952,246.405,246.082,26.961,-0.980884,243.65,26.6197,23.8248,114.456,254.297,571.805,699.594,19.9988,2493.18,14.55,44.1044,119.249,0,105.07
2.01897,110.041,27.2833,72.1735,105.011,0.397323,65.1114,60.2574,41.5742,23.5269,28.0674,15.4658,3.52992,5.08642,30.3864,102.256,11.5726,2.38832,0.802768,184.376,172.766,118.62,1.01978,254.936,284.102,29.1661,147.918,123.152,516.814,-0.333248,169.162,184.973,16.4186,26.0947,122.751,172.994,246.254,245.56,27.3796,-0.980884,243.622,27.7276,23.8248,122.278,254.078,569.931,595.007,20.0261,2504.09,14.6623,39.9789,125.873,0,104.976
2.01698,110.082,26.9981,72.1735,105.011,0.397315,65.017,60.2574,41.5742,23.5269,27.9168,15.4888,3.61119,5.07977,30.4106,102.464,11.9382,2.44712,0.835361,184.479,172.54,119.241,1.08661,254.525,283.949,29.4244,146.7,122.983,517.763,-0.333271,169.162,184.911,16.3062,26.0918,122.798,172.974,246.123,245.818,26.3329,-0.982306,243.734,25.5329,23.8221,104.684,254.102,569.471,646.258,19.9977,2509.39,14.6623,45.5667,111.601,0,104.999
2.02167,110.117,26.978,72.1619,104.993,0.400603,64.9138,60.3696,41.5742,23.4147,27.8463,15.45,3.3759,5.07983,30.4178,102.256,11.98,2.22491,0.823104,184.372,172.392,118.743,0.987774,254.638,284.064,29.4257,145.082,123.775,516.855,-0.334649,169.051,184.915,16.2937,26.0895,122.497,172.824,246.189,245.212,25.0741,-0.984147,243.51,29.6461,23.8221,133.686,253.906,573.964,634.453,20.0447,2505.05,14.6623,41.6809,139.977,1.4225,105.046
2.02733,110.133,27.2987,72.1619,105.011,0.397331,65.186,60.3696,41.5742,23.4147,27.8624,15.4489,4.72308,5.18188,30.4022,101.799,11.6787,3.49979,0.805876,184.707,173.028,117.973,1.10152,254.45,284.398,29.9485,146.534,121.955,516.876,-0.334634,169.19,185.222,16.3064,26.0891,122.314,172.888,246.45,246.341,25.9498,-0.982749,243.453,27.6381,23.8194,121.284,253.885,577.883,628.106,19.9884,2507.29,14.6623,44.7466,125.428,2.97241,104.96
2.0274,110.009,26.934,72.1503,104.899,0.399689,65.0814,60.2574,41.5739,23.4147,27.8207,15.4532,3.71148,5.10676,30.4019,102.132,11.6069,2.49738,0.862205,184.559,172.952,116.913,1.11855,254.562,284.1,29.5018,146.049,119.743,516.711,-0.335583,169.19,185.084,16.5154,26.1027,122.775,172.891,245.994,246.125,27.9803,-0.980403,243.539,28.0243,23.8194,124.601,254.058,576.27,638.123,20.0261,2501.73,14.6623,40.4048,128.692,0,105.007
2.02344,109.966,27.106,72.1503,104.992,0.399681,64.8857,60.2561,41.5742,23.1903,27.8756,15.3582,3.47847,5.03834,30.3698,101.986,11.7929,2.29479,0.85742,184.409,172.616,119.822,1.06573,254.15,284.067,29.9179,144.767,118.135,516.796,-0.335591,169.107,184.998,16.2357,26.0918,121.664,172.804,245.538,244.475,26.7277,-0.980915,243.761,27.007,23.8194,114.455,254.364,576.976,652.504,19.9794,2491.47,14.55,43.3471,120.546,0,104.96
2.0172,109.968,27.1548,72.1503,104.993,0.397807,65.1303,60.1826,41.4994,23.1903,27.9156,15.394,3.92847,5.09734,30.4182,101.969,11.3792,2.69703,0.839819,184.745,173.366,117.034,1.17721,254.373,284.175,29.8019,145.988,115.549,519.211,-0.332804,168.994,185.334,16.3327,26.089,121.56,172.931,246.036,245.82,29.5484,-0.978057,243.79,29.7408,23.8167,133.972,254.233,577.895,639.759,20.0169,2506.72,14.55,45.9794,138.207,0,104.984
2.0142,110.413,27.298,72.1505,105.011,0.40015,65.0539,60.0704,41.4994,23.1903,27.9041,15.2902,3.63424,5.05908,30.3619,102.339,11.3842,2.38757,0.86786,184.336,172.951,118.497,1.01931,253.738,284.139,30.4009,145.77,114.676,517.914,-0.334657,168.937,184.915,16.3768,26.0758,122.505,172.825,243.781,242.653,28.7136,-0.978569,243.539,27.1413,23.8166,114.832,254.229,574.396,627.463,19.9983,2494.19,14.4378,45.4731,119.414,0,104.976
2.00031,110.095,27.209,72.1503,105.011,0.399213,64.905,60.0704,41.4994,23.1155,28.04,15.3265,3.40064,5.07272,30.3696,102.465,11.829,2.20863,0.797378,184.407,172.578,119.722,0.88195,254.488,284.176,29.6877,146.346,114.095,517.497,-0.334657,168.853,184.914,16.3351,26.0838,120.812,172.741,245.17,240.59,24.1867,-0.984613,243.621,28.2733,23.8166,125.307,254.102,575.098,642.888,20.0077,2509.74,14.4378,46.1997,129.339,0,104.999
1.99571,109.897,27.2505,72.1503,104.992,0.398284,65.0826,60.0888,41.5742,23.1155,28.1684,15.4723,3.57244,5.07237,30.3618,102.153,11.6038,2.41125,0.768296,184.557,172.953,118.72,0.97864,255.049,284.245,29.1961,147.256,113.761,517.868,-0.334197,168.827,185.082,16.4219,26.092,122.444,172.721,245.647,241.185,25.8766,-0.981327,243.481,30.4284,23.8139,140.314,254.123,574.381,630.482,19.9886,2508.75,14.3256,45.3705,142.808,0.000016,104.976
2.00393,110.002,27.0134,72.1617,104.992,0.40015,64.9702,59.9582,41.5742,23.1155,28.0581,15.4975,3.63776,5.07295,30.4265,102.26,11.5682,2.45863,0.796166,184.296,172.728,119.888,0.900406,255.424,284.288,28.901,145.802,113.508,518.473,-0.333263,168.742,184.913,16.432,26.0758,122.732,172.719,245.735,243.761,25.808,-0.981381,243.481,24.903,23.8139,100.175,254.037,577.887,635.828,20.0169,2497.83,14.3256,39.6337,105.481,0,105.007
2.0004,110.021,27.3077,72.1617,104.992,0.400618,64.9438,59.8459,41.4994,22.8911,28.0384,15.5174,3.51216,5.08619,30.3861,101.946,11.7922,2.36365,0.800687,184.521,172.729,119.164,0.956549,255.462,284.139,28.6782,147.377,113.947,518.892,-0.333271,168.658,185.054,16.2928,26.0784,121.737,172.782,246.233,246.408,25.2921,-0.983222,243.51,25.1225,23.8139,101.059,254.082,578.838,653.988,20.0358,2497.2,14.2508,43.7379,106.198,0,105.023
2.00671,110.328,26.9763,72.1619,104.992,0.398291,65.0736,59.8459,41.4975,22.8911,28.1785,15.5581,4.16119,5.11514,30.3863,101.947,11.4173,2.96729,0.812757,184.445,173.028,118.741,1.07943,255.385,283.987,28.5634,147.923,114.659,518.459,-0.334213,168.881,185.025,16.4729,26.0974,121.995,172.825,246.189,246.731,28.0285,-0.978538,243.594,24.4804,23.8139,97.1885,254.212,577.42,625.515,19.9794,2506.12,14.2508,42.8012,102.72,0,104.968
1.9846,109.779,27.2948,72.1619,104.992,0.399674,65.1109,59.7711,41.3872,23.0033,28.1398,15.5339,4.05492,5.12427,30.3857,102.34,11.4578,2.7422,0.782045,184.223,172.766,119.988,0.855758,255.238,284.137,28.8261,146.574,115.802,518.005,-0.333746,168.909,184.803,16.3099,26.0786,123.756,172.678,245.735,245.103,26.9198,-0.980426,243.678,26.2508,23.8166,108.872,254.251,581.628,638.505,20.0167,2493.7,14.2508,42.4356,113.926,0,105.007
2.01153,110.264,27.3088,72.1619,104.992,0.400142,64.9705,59.7711,41.3872,23.0033,28.0852,15.481,3.6982,5.07688,30.4185,102.359,11.6811,2.39181,0.829597,184.184,172.503,120.369,0.885181,255.497,283.989,28.4923,144.554,116.43,517.827,-0.335124,168.937,184.828,16.3365,26.0702,122.142,172.805,246.58,245.998,24.6822,-0.982749,243.818,31.941,23.8166,148.334,254.276,581.16,610.148,20.0167,2498.54,14.1386,44.9377,150.382,2.22908,104.968
2.00034,110.29,26.9795,72.1619,104.992,0.40015,64.8023,59.7711,41.4994,23.0014,28.1389,15.4694,3.29437,5.04452,30.3697,102.299,12.0549,2.12267,0.797393,184.223,172.168,118.761,1.0213,255.311,284.101,28.7905,144.811,117.054,516.052,-0.33746,168.993,184.747,16.4038,26.0893,121.336,172.762,246.296,247.185,28.9054,-0.977148,243.51,25.6904,23.8139,107.915,254.231,578.359,643.882,19.961,2506.61,14.1773,44.2214,111.872,0,104.976
1.98735,109.801,27.0136,72.1619,104.992,0.400134,65.2141,59.6589,41.4994,23.0033,28.1237,15.4502,3.79447,5.08335,30.3867,101.657,11.416,2.57005,0.782402,184.819,173.403,117.847,0.869274,255.236,284.026,28.7905,146.789,116.991,519.318,-0.332796,169.079,185.335,16.3935,26.0675,121.518,173.081,245.56,244.644,26.2816,-0.98135,243.51,23.6032,23.8139,88.9149,253.753,571.817,642.093,20.0358,2500.86,14.1386,46.4432,95.7886,0,105.046
1.99758,110.75,27.0672,72.1619,104.992,0.400134,65.1774,59.5467,41.5007,23.0033,28.0686,15.4839,3.78643,5.10092,30.4015,102.963,11.6855,2.56082,0.893182,184.337,172.651,120.005,0.909913,255.125,284.475,29.3502,146.39,117.577,517.644,-0.335108,169.107,184.971,16.3076,26.0864,123.68,173.037,246.19,242.808,24.3754,-0.984178,243.733,30.4092,23.8139,139.816,253.864,572.277,583.623,20.0169,2499.35,14.2508,40.0792,142.891,0,104.953
1.9519,109.972,27.108,72.1619,104.992,0.400634,64.8599,59.6589,41.5742,22.8911,28.1822,15.5408,3.61665,5.1104,30.4669,103.728,12.0543,2.40788,0.86118,184.221,172.167,121.06,0.805705,256.398,284.027,27.6287,147.587,119.309,517.316,-0.335124,168.995,184.691,16.2942,26.092,122.169,172.95,246.56,245.218,21.3324,-0.988318,243.789,31.632,23.8139,149.035,254.187,572.966,691.034,19.9613,2505.45,14.3256,44.8022,150.973,0.001258,105.015
2.0035,110.116,27.3204,72.1617,104.992,0.40015,65.0364,59.7711,41.5742,22.8911,27.9154,15.4872,3.58183,5.08624,30.5192,103.089,12.244,2.41636,0.838872,184.523,172.279,118.612,1.08369,256.209,284.323,28.1142,147.331,119.056,518.609,-0.333263,169.106,185.055,16.3073,26.0782,122.163,172.951,247.318,248.909,26.103,-0.981832,243.679,25.0862,23.8111,102.743,253.953,572.74,594.91,20.0169,2518.74,14.4378,40.2353,109.132,0.046279,104.983
1.99638,110.545,27.1671,72.1619,104.992,0.400611,64.859,59.8459,41.5742,22.7807,27.9055,15.464,3.5834,5.06948,30.2471,102.278,12.2427,2.41943,0.820121,184.522,172.316,117.412,1.28092,255.235,284.546,29.3109,147.146,119.558,517.632,-0.335116,169.246,185.11,16.3902,26.0863,121.623,172.932,245.947,249.062,32.175,-0.973428,243.932,23.6015,23.8138,89.458,254.105,573.75,670.318,19.9513,2508.27,14.55,44.2398,94.9825,0,104.984
1.99007,110.174,27.3263,72.1505,104.992,0.400611,64.9138,59.8459,41.5555,22.7789,27.9198,15.3793,3.58139,5.08659,30.4484,102.215,12.204,2.4248,0.829287,184.709,172.504,117.158,0.939026,255.087,283.913,28.8255,146.426,119.64,518.239,-0.33373,169.556,185.278,16.4738,26.0918,121.955,173.122,245.215,241.907,27.1322,-0.980434,244.351,24.5615,23.8139,95.173,254.518,579.197,646.2,19.9978,2517.16,14.6623,40.0348,101.278,3.30054,105.038
1.99285,109.821,27.1209,72.1619,104.992,0.399228,65.2416,59.9582,41.5558,22.7789,27.9873,15.4529,3.7943,5.09717,30.3942,101.698,11.7149,2.6174,0.778549,184.93,173.215,118.685,0.980721,255.238,284.283,29.0457,146.557,119.954,518.504,-0.333224,169.612,185.445,16.4743,26.0756,123.918,173.292,246.06,243.31,26.536,-0.981358,244.27,28.1759,23.8111,125.876,254.886,571.151,628.893,20.0164,2491.51,14.7371,45.4892,131.707,0.00623,104.991
1.9705,109.927,27.3274,72.1619,104.992,0.401095,64.943,59.9582,41.5739,22.7776,28.2139,15.4965,3.54653,5.08977,30.4098,101.696,11.6425,2.38855,0.711438,184.933,173.29,118.786,0.982026,256.098,284.323,28.2246,147.417,119.827,519.207,-0.331885,169.557,185.476,16.4323,26.0839,123.629,173.25,246.19,245.516,26.4534,-0.980884,244.381,29.2286,23.8111,133.148,254.802,567.11,681.024,20.0266,2511.96,14.7371,41.7197,135.783,0,105.038
2.01797,110.681,27.2278,72.1619,104.992,0.401548,65.1593,59.8459,41.5558,22.7789,28.253,15.491,3.84908,5.09728,30.3701,102.403,11.081,2.65711,0.79177,184.744,173.663,120.202,0.956704,256.099,284.098,27.9994,148.135,120.661,518.977,-0.332337,169.863,185.222,16.4029,26.0837,123.339,173.293,246.753,246.54,25.6587,-0.982306,244.437,25.2098,23.8111,103.921,255.018,565.735,567.255,19.9978,2510.81,14.6623,45.1054,111.29,0,104.898
1.99278,110.211,27.0305,72.1619,104.992,0.402946,65.0636,59.7711,41.4994,22.5918,28.0613,15.4492,3.80067,5.09358,30.3618,103.13,11.4191,2.58338,0.833388,184.296,172.877,120.837,1.09388,256.061,284.061,28.0006,147.054,120.705,518.373,-0.333263,169.444,184.913,16.3482,26.092,124.859,173.118,247.121,247.799,23.9556,-0.98462,244.212,27.997,23.8111,123.203,254.407,565.497,684.636,19.9703,2510.51,14.55,40.8035,127.594,0.225474,104.999
2.01437,109.952,27.0754,72.1619,105.104,0.397323,64.9417,59.7711,41.3872,22.7041,28.0185,15.5434,3.60425,5.07966,30.3538,103.586,11.5302,2.43468,0.848022,184.146,172.616,120.516,1.05355,256.097,284.025,27.8914,147.38,120.891,518.483,-0.333715,169.33,184.745,16.4733,26.0893,123.148,172.911,247.038,249.057,26.6754,-0.981335,244.043,25.5331,23.8111,104.95,254.23,563.374,612.872,20.0448,2500.57,14.4378,45.0184,110.452,0,104.999
2.01712,110.215,27.1065,72.1619,104.992,0.399236,64.9977,59.6589,41.275,22.8911,28.1274,15.476,3.63335,5.05209,30.344,102.567,11.4185,2.4556,0.84072,184.109,172.654,119.889,0.920073,255.722,283.875,28.1535,147.208,120.079,518.296,-0.333723,169.162,184.773,16.3376,26.0785,124.654,172.782,246.233,248.374,27.0171,-0.979494,243.93,31.1593,23.8111,142.644,254.1,569.44,643.87,19.9514,2504.09,14.3256,46.3682,145.069,0,104.984
2.02838,110.102,27.3494,72.1619,104.992,0.398284,65.0655,59.5449,41.1628,22.7041,28.0632,15.5325,3.69159,5.07966,30.386,102.567,11.5277,2.51781,0.781361,184.369,172.841,120.911,0.964099,255.571,283.988,28.4162,147.693,119.369,519.747,-0.332765,168.853,184.886,16.2787,26.0783,123.539,172.762,247.231,246.763,26.4538,-0.980426,243.93,31.8665,23.8111,150.403,254.058,565.509,618.085,20.0167,2497.01,14.2489,44.8307,152.101,0,104.992
2.03,110.34,27.2989,72.1619,104.992,0.399221,64.8861,59.4336,41.088,22.7041,28.3556,15.2687,3.69234,5.09641,30.3784,102.298,11.4578,2.51455,0.830607,184.223,172.765,119.557,1.06989,255.91,283.989,28.0792,147.421,119.287,519.961,-0.333271,168.825,184.886,16.3092,26.0839,123.679,172.784,247.034,249.185,24.5455,-0.983238,243.817,23.6852,23.8111,90.4991,254.034,566.195,638.154,19.9605,2487.33,14.0264,45.0915,96.2177,0.197977,104.984
2.02178,110.007,26.965,72.1619,104.992,0.39876,64.9613,59.2475,40.9758,22.7789,28.3263,15.5518,3.59699,5.05203,30.4179,102.465,11.6032,2.42344,0.810769,184.22,172.616,120.395,0.972861,256.322,283.986,27.7011,148.575,119.618,520.366,-0.332352,168.854,184.828,16.224,26.0944,125.549,172.527,246.732,247.254,21.7054,-0.987393,243.65,27.6816,23.8111,121.881,254.014,561.539,612.127,20.0356,2494.42,13.8394,40.0561,126.408,0,104.991
2.02442,110.341,27.3539,72.1619,104.992,0.399681,65.0166,59.2475,40.9758,22.7041,28.5463,15.4951,3.71671,5.05596,30.4105,102.463,11.6431,2.53327,0.810971,184.371,172.727,119.578,0.986469,256.134,284.027,27.8927,147.904,118.869,519.497,-0.333271,168.994,184.97,16.2393,26.0813,123.671,172.758,247.318,248.583,25.0963,-0.982267,243.594,27.8947,23.8111,125.765,253.886,562.949,609.205,19.9513,2471.06,13.7272,41.4323,128.68,0.001833,104.945
2.00211,110.188,27.3861,72.1619,104.992,0.399689,64.9905,59.1368,40.8636,22.7789,28.5472,15.4856,3.57605,5.09306,30.4264,102.092,11.8272,2.39978,0.837691,184.332,172.505,119.775,1.13523,255.386,284.248,28.8623,148.622,118.598,520.983,-0.33187,168.854,184.969,16.4313,26.0967,125.3,172.655,246.816,249.313,26.896,-0.980403,243.595,24.3117,23.8111,95.9904,253.842,562.922,675.799,20.008,2491.54,13.6153,46.5646,102.217,0,105.086
2.00497,110.341,27.0974,72.1619,104.992,0.395027,65.0558,59.1353,40.7513,22.7789,28.5756,15.4479,3.69108,5.09306,30.4178,102.486,11.6094,2.52804,0.813519,184.449,172.84,119.972,0.980721,255.684,284.063,28.3787,148.594,119.618,520.374,-0.332352,169.022,185.113,16.3346,26.0837,123.82,172.887,246.622,246.296,27.2685,-0.979478,243.846,27.2737,23.8111,117.44,254.233,562.47,641.084,19.998,2482.78,13.5202,44.4734,121.362,0,104.937
